,LEMMA,unknown1,ROOT,ROOT_PATTERN_STATUS,PATTERN_LEMMA_PROPOSED,Pattern Count,FORM,unknown2,pos,Rat,Gen,Num,COND-S,COND-T,GLOSS,STATUS,PATTERN STATUS,Lex Count,Ar Lemma,MSA LEMMA Cognate,OLD Status,60.57%,MISSING ENTRIES,comment
23016,AintAjiy,,n.t.j,LOOKUP_DEDIAC-1,Ai12A3iy,13,AintAj,,adj,,,,#iy~,MS||MD,production;productive,,,1,اِنتاجِي,إِنتاجِيّ,QC-DONE,,,
23017,AiqTAEiy,,q.T.E,LOOKUP_DEDIAC-1,Ai12A3iy,13,AiqTAE,,adj,,,,#iy~,MS||MD,feudal;feudalist;feudal_lord,,,1,اِقطاعِي,إِقطاعِيّ,QC-DONE,,,
23018,Air$Adiy,,r.$.d,LOOKUP_DEDIAC-1,Ai12A3iy,13,Air$Ad,,adj,,,,#iy~,MS||MD||MP||FS||FD||FP,didactic;heuristic,OK,,1,اِرشادِي,إِرشادِيّ,QC-DONE,,,
23019,AiskAfiy,,s.k.f,LOOKUP_DEDIAC-1,Ai12A3iy,13,AiskAf,,noun,,,,#iy~,MS||MD,TBA,,,1,اِسكافِي,إِسكافِيّ,QC-DONE,,,
23020,Ait~iHAd,,w.H.d,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~iHAd,,noun,,,,,MS||MD,union,,,2,إِتِّحاد,ٱِتِّحاد,DONE,,,
23021,Ait~ihAm,,w.h.m,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~ihAm,,noun,,,,,MS||MD,indictment;accusation;accusations;charge,,,2,إِتِّهام,ٱِتِّهام,DONE,,,
23022,badarjap,,b.d.r.j,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,badarj,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,بَدَرجَة,,DONE,,,
23023,balan$ap,,b.l.n.$,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,balan$,,noun,,,,#ap,FS||FD||FP,TBA,OK,,1,بَلَنشَة,,DONE,,,
23024,balanjap,,b.l.n.j,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,balanj,,noun,,,,#ap,FS||FD||FP,metal_rod,OK,,1,بَلَنجَة,,DONE,,,
23025,Ait~iDAE,,w.D.E,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~iDAE,,noun,,m,,,MS||MD||FP,TBA,,,1,اِتِّضاع,ٱِتِّضاع,QC-DONE,,,
23026,Ait~iDAH,,w.D.H,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~iDAH,,noun,,m,,,MS||MD||FP,TBA,,,1,اِتِّضاح,ٱِتِّضاح,QC-DONE,,,
23027,Ait~ifAq,,w.f.q,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~ifAq,,noun,,m,,,MS||MD||FP,accords;accord;agreement;agreements,,,1,اِتِّفاق,ٱِتِّفاق,QC-DONE,,,
23028,Ait~iHAd,,w.H.d,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~iHAd,,noun,,m,,,MS||MD||FP,union,,,2,اِتِّحاد,ٱِتِّحاد,QC-DONE,,,
23029,Ait~ihAm,,w.h.m,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~ihAm,,noun,,m,,,MS||MD||FP,indictment;accusation;accusations;accusing;charge,,,2,اِتِّهام,ٱِتِّهام,QC-DONE,,,
23030,Ait~ijAh,,w.j.h,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~ijAh,,noun,,m,,,MS||MD||FP,direction;course,,,1,اِتِّجاه,ٱِتِّجاه,QC-DONE,,,
23031,Ait~ikAl,,w.k.l,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~ikAl,,noun,,m,,,MS||MD||FP,TBA,,,1,اِتِّكال,ٱِتِّكال,QC-DONE,,,
23032,barandap,,b.r.n.d,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,barand,,noun,,,,#ap,FS||FD||FP,balcony;balconies;veranda;terrace;ornamental_cornice,OK,,1,بَرَندَة,,DONE,,,
23033,Ait~isAE,,w.s.E,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~isAE,,noun,,m,,,MS||MD||FP,TBA,,,1,اِتِّساع,ٱِتِّساع,QC-DONE,,,
23034,Ait~iSAl,,w.S.l,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~iSAl,,noun,,m,,,MS||MD||FP,communication;contact,,,1,اِتِّصال,ٱِتِّصال,QC-DONE,,,
23035,baTansap,,b.T.n.s,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,baTans,,noun,,,,#ap,FS||FD||FP,half-deck,OK,,1,بَطَنسَة,,DONE,,,
23036,baTATsap,,b.T.T.s,BACKOFF_NO_GOLD_ROOT-1,1a2A34ap,13,baTATs,,noun,,,,#ap,FS||FD||FP,potatoes;a_potato,OK,,1,بَطاطسَة,,DONE,,,
23037,Ait~ixA*,,>.x.*,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~ixA*,,noun,,m,,,MS||MD||FP,TBA,,,1,اِتِّخاذ,ٱِتِّخاذ,QC-DONE,,,
23038,Ait~izAn,,w.z.n,LOOKUP_DIAC-1,Ait~i2A3,13,Ait~izAn,,noun,,m,,,MS||MD||FP,TBA,,,1,اِتِّزان,ٱِتِّزان,QC-DONE,,,
23039,biduwn,,b.d.n,BACKOFF-1,1i2uw3,13,biduwn,,noun,,,,,,TBA,,,1,بِدُون,,CHECK,,,
23040,AijmAliy,,j.m.l,LOOKUP_DEDIAC-1,Ai12A3iy,13,AijmAl,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,comprehensive;collective;total;overall;TBA,OK,,1,اِجمالِي,إِجمالِيّ,QC-DONE,,,
23041,AirhAbiy,,r.h.b,LOOKUP_DEDIAC-1,Ai12A3iy,13,AirhAb,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,terrorist;TBA,OK,,1,اِرهابِي,إِرهابِيّ,QC-DONE,,,
23042,dibuwl,,d.b.l,BACKOFF-1,1i2uw3,13,dibuwl,,noun,,,,,MS||MD,TBA,,,1,دِبُول,,DONE,,,
23043,dixuwl,,d.x.l,LOOKUP_DEDIAC-1,1i2uw3,13,dixuwl,,noun,,,,,MS||MD,TBA,,,1,دِخُول,دُخُول,DONE,,,
23044,EafArim,,E.f.r.m,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,EafArim,,noun,,,,#ap-o,MS||MD,TBA,,,1,عَفارِم,عَفارِم,DONE,,,
23045,binuwt,,b.n.t,BACKOFF-1,1i2uw3,13,binuwt,,noun,,m,,,MS||MD||FP,TBA,,,1,بِنُوت,,QC-DONE,,,
23046,EaZAyim,,E.Z.y.m,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,EaZAyi#m,,noun,,,,,MS,misfortune;misfortunes;disasters;catastrophes,,,1,عَظايِم,,QC-DONE,,,
23047,Eil~An,,E.l.n,LOOKUP_DEDIAC-1,1i2~A3,13,Eil~An,,noun,,,,,MS||MD,assonant_complement_filan,,,1,عِلّان,عَلّان,DONE,,,
23048,Ein~Ab,,E.n.b,LOOKUP_DEDIAC-1,1i2~A3,13,Ein~Ab,,noun,,,,#ap,MS||MD,jujube,,,1,عِنّاب,عُنّاب,DONE,,,
23049,faran$ap,,f.r.n.$,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,faran$,,noun,,,,#ap-o,FS||FD||FP,braid;tress;braids;tresses;decorative_fringe,OK,,1,فَرَنشَة,,DONE,,,
23050,filuws,,f.l.s,BACKOFF-1,1i2uw3,13,filuws,,noun,,,,,MS||MD,moeny;money,,,1,فِلُوس,,DONE,,,
23051,jarAyir,,j.r.y.r,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,jarAyi#r,,noun,,,,,MS,following;subsequent_to;wake;after,,,1,جَرايِر,,QC-DONE,,,
23052,jin~Az,,j.n.z,LOOKUP_DEDIAC-1,1i2~A3,13,jin~Az,,noun,,,,,MS||MD,funeral;funeral_service,,,1,جِنّاز,جُنّاز,DONE,,,
23053,kamanjap,,k.m.n.j,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,kamAnj,,noun,,,,#ap,FS||FD||FP,violin,OK,,1,كَمَنجَة,,DONE,,,
23054,karafsap,,k.r.f.s,BACKOFF-1,1a2a34ap,13,karafs,,noun,,,,#ap,FS||FD||FP,TBA,OK,OK,1,كَرَفسَة,,DONE,,,
23055,karastap,,k.r.s.t,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,karast,,noun,,,,#ap-o,FS||FD||FP,windmill;grinder;windmills;grinders;quern;hand_mill;querns;hand_mills,OK,,2,كَرَستَة,,DONE,,,
23056,karasTap,,k.r.s.T,BACKOFF_NO_GOLD_ROOT-1,1a2a34ap,13,karasT,,noun,,,,#ap-o,FS||FD||FP,carpet_saver_made_of_glass;castor_cup,OK,,2,كَرَسطَة,,DONE,,,
23057,katAkit,,k.t.k.t,BACKOFF-1,1a2A3i4,13,katAki#t,,adj,,,,,MS||MD||MP||FS||FD||FP,TBA,,,1,كَتاكِت,,DONE,,,
23058,katAwit,,k.t.w.t,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,katAwi#t,,noun,,,,,MS,regulator,,,1,كَتاوِت,,QC-DONE,,,
23059,kit~An,,k.t.n,LOOKUP_DEDIAC-1,1i2~A3,13,kit~An,,noun,,,,,MS||MD,TBA,,,1,كِتّان,كَتّان,DONE,,,
23060,ladAyin,,l.d.y.n,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,ladAyi#n,,noun,,,,L#,MS,plastics,,,1,لَدايِن,,QC-DONE,,,
23061,lis~ah,,l.s.h,BACKOFF_NO_GOLD_ROOT-1,1i2~a3,13,lis~ah,,ADV,,,,L#,MS,TBA,,,1,لِسَّه,,DROP,,,
23062,lizuwm,,l.z.m,LOOKUP_DEDIAC-1,1i2uw3,13,lizuwm,,noun,,,,L#,MS||MD,necessity;demand;exigency;need;imperative;necessarily,,,1,لِزُوم,لُزُوم,DONE,,,
23063,maE*irap,maE*ir,E.*.r,LOOKUP_DEDIAC-1,ma12i3ap,13,maE*ir,TRUE,noun,,,,#ap-o,FS||FD||FP,excuse;pardon;excuses;pardons,OK,,1,مَعذِرَة,مَعذِرَة,DONE,,,
23064,maErifap,maErif,E.r.f,LOOKUP_DEDIAC-1,ma12i3ap,13,maErif,TRUE,noun,,,,#ap-o,FS||FD||FP,(to)_know;knowing;knowledge;information;acquaintance;culture;education,OK,,3,مَعرِفَة,مَعرِفَة,DONE,,,
23065,maErifap,maErif,E.r.f,LOOKUP_DEDIAC-1,ma12i3ap,13,maEriftak,FALSE,noun,,,,#ap-o,FS||FD||FP,(to)_know;knowing;knowledge;information;acquaintance;culture;education,OK,,3,مَعرِفَة,مَعرِفَة,DONE,,,
23066,maErifap,,E.r.f,LOOKUP_DEDIAC-1,ma12i3ap,13,maEArif,,noun,,f,p,,MS ,(to)_know;knowing;knowledge;information;acquaintance;culture;education,OK,,3,مَعرِفَة,مَعرِفَة,QC-DONE,,,
23067,maESiyap,maESiy,E.S.y,LOOKUP_DEDIAC-1,ma12i3ap,13,maESiy,TRUE,noun,,,,#ap-o,FS||FD||FP,insubordination;rebellion;rebellions;disobedience;sin,OK,,2,مَعصِيَة,مَعصِيَة,DONE,,,
23068,maESiyap,maESiy,E.S.y,LOOKUP_DEDIAC-1,ma12i3ap,13,maEASiy,FALSE,noun,,,,#ap-o,FS||FD||FP,insubordination;rebellion;rebellions;disobedience;sin,OK,,2,مَعصِيَة,مَعصِيَة,DONE,,,
23069,magfirap,magfir,g.f.r,LOOKUP_DEDIAC-1,ma12i3ap,13,magfir,TRUE,noun,,,,#ap-o,FS||FD||FP,pardon;forgiveness,OK,,1,مَغفِرَة,مَغفِرَة,DONE,,,
23070,manTiqap,manTiq,n.T.q,LOOKUP_DEDIAC-1,ma12i3ap,13,manTiq,TRUE,noun,,,,#ap-o,FS||FD||FP,territories;zones;areas,OK,,1,مَنطِقَة,مِنطَقَة,DONE,,,
23071,maqdirap,maqdir,q.d.r,BACKOFF-1,ma12i3ap,13,maqdir,TRUE,noun,,,,#ap-o,FS||FD||FP,ability;potential,OK,,2,مَقدِرَة,,DONE,,,
23072,maqdirap,maqdir,q.d.r,BACKOFF-1,ma12i3ap,13,maqdir,TRUE,noun,,,,#ap-o,FS||FD||FP,ability;potential,OK,,2,مَقدِرَة,,DONE,,,
23073,markibap,markib,r.k.b,LOOKUP_DEDIAC-1,ma12i3ap,13,markib,TRUE,noun,,,,#ap-o,FS||FD||FP,small_boat,OK,,1,مَركِبَة,مَركَبَة,DONE,,,
23074,mawEiZap,mawEiZ,w.E.Z,LOOKUP_DEDIAC-1,ma12i3ap,13,mawEiZ,TRUE,noun,,,,#ap-o,FS||FD||FP,exhortation;lecture;exhortations;lectures,OK,,1,مَوعِظَة,مَوعِظَة,DONE,,,
23075,mawhibap,mawhib,w.h.b,LOOKUP_DEDIAC-1,ma12i3ap,13,mawhib,TRUE,noun,,,,#ap-o,FS||FD||FP,talent;gift;talents;gifts,OK,,1,مَوهِبَة,مَوهِبَة,DONE,,,
23076,mid~an,,m.d.n,BACKOFF-1,1i2~a3,13,mid~an,,adj/noun,,,,,MS||MD||MP||FS||FD,TBA,,,1,مِدَّن,,QC-DONE,,,
23077,mit~iDiH,,w.D.H,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~iDiH,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,,,1,مِتِّضِح,مُتَّضِح,DONE,,,
23078,mit~ifiq,,w.f.q,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~ifq,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,in_agreement,,,2,مِتِّفِق,"مُتَّفَق, مُتَّفِق",DONE,,,
23079,mit~ifiq,,w.f.q,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~ifiq,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,in_agreement,,,2,مِتِّفِق,"مُتَّفَق, مُتَّفِق",DONE,,,
23080,mit~iHid,,w.H.d,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~iHid,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,united,,,1,مِتِّحِد,مُتَّحِد,DONE,,,
23081,mit~ihim,,w.h.m,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~ihim,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,accusing;accuser,,,1,مِتِّهِم,"مُتَّهَم, مُتَّهِم",DONE,,,
23082,mit~ijih,,w.j.h,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~ijih,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,directed;aimed,,,1,مِتِّجِه,"مُتَّجَه, مُتَّجِه",DONE,,,
23083,mit~ikil,,w.k.l,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~ikil,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,relying,,,2,مِتِّكِل,مُتَّكِل,DONE,,,
23084,mit~ikil,,w.k.l,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~ikl,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,relying,,,2,مِتِّكِل,مُتَّكِل,DONE,,,
23085,mit~isiE,,w.s.E,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~isiE,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,extensive;abundant;generous,,,1,مِتِّسِع,"مُتَّسَع, مُتَّسِع",DONE,,,
23086,mit~iSif,,w.S.f,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~iSif,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,characterized,,,1,مِتِّصِف,مُتَّصِف,DONE,,,
23087,mit~iSil,,w.S.l,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~iSl,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,continuous;unceasing;connected,,,2,مِتِّصِل,مُتَّصِل,DONE,,,
23088,mit~iSil,,w.S.l,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~iSil,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,continuous;unceasing;connected,,,2,مِتِّصِل,مُتَّصِل,DONE,,,
23089,mit~izin,,w.z.n,LOOKUP_DEDIAC-1,mit~i2i3,13,mit~izin,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,balanced;harmonious,,,1,مِتِّزِن,مُتَّزِن,DONE,,,
23090,nahArdap,nahArd,n.h.r.d,BACKOFF_NO_GOLD_ROOT-1,1a2A34ap,13,nahArd,TRUE,noun,,,,#ap,FS||FD||FP,this_day,OK,,1,نَهاردَة,,DONE,,,
23091,ni$uwq,,n.$.q,LOOKUP_DEDIAC-1,1i2uw3,13,ni$uwq,,noun,,,,,MS||MD,snuff,,,1,نِشُوق,"نَشُوق, نُشُوق",DONE,,,
23092,ni$uwz,,n.$.z,LOOKUP_DEDIAC-1,1i2uw3,13,ni$uwz,,noun,,,,,MS||MD,hostility;discord;marital_discord,,,1,نِشُوز,نُشُوز,DONE,,,
23093,nifuw*,,n.f.*,LOOKUP_DEDIAC-1,1i2uw3,13,nifuw*,,noun,,,,,MS||MD,power;authority;rule;authorities;powers;rules;reins;area_of_jurisdiction,,,1,نِفُوذ,نُفُوذ,DONE,,,
23094,nizuwl,,n.z.l,LOOKUP_DEDIAC-1,1i2uw3,13,nizuwl,,noun,,,,,MS||MD,descent;resignation,,,1,نِزُول,نُزُول,DONE,,,
23095,qabAyiH,,q.b.y.H,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,qabAyi#H,,noun,,,,,MS||MD||MP||FS||FD||FP,dirt;dirty_tricks;low_acts,,,1,قَبايِح,,QC-DONE,,,
23096,qaTAyif,,q.T.y.f,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,qaTAyif,,noun,,,,,MS ,qatayef,,,1,قَطايِف,,QC-DONE,,,
23097,rafAyiE,,r.f.y.E,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,rafAyi#E,,noun,,,,,MS,legal_case;legal_cases;small_objects,,,1,رَفايِع,,QC-DONE,,,
23098,raqAyiq,,r.q.y.q,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,raqAyi#q,,noun,,,,,MS,wafer;waffles;paper_thin_round_sheets_of_dough;thin_sheets_of_metal,,,1,رَقايِق,,QC-DONE,,,
23099,sabAsib,,s.b.s.b,BACKOFF-1,1a2A3i4,13,sabAsib,,noun,,,,,MS||MD,talismans,,,1,سَباسِب,,DONE,,,
23100,SanAyiE,,S.n.y.E,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,SanAyi#E,,noun,,,,,MS||MD||MP||FS||FD||FP,TBA,,,1,صَنايِع,,QC-DONE,,,
23101,sij~Ad,,s.j.d,LOOKUP_DEDIAC-1,1i2~A3,13,sij~Ad,,noun,,,,,MS||MD,worshiper;carpet;carpeting,,,1,سِجّاد,سَجّاد,DONE,,,
23102,sim~Aq,,s.m.q,LOOKUP_DEDIAC-1,1i2~A3,13,sim~Aq,,noun,,,,,MS||MD,sumac;rhus_coriaria,,,1,سِمّاق,سُمّاق,DONE,,,
23103,siquwT,,s.q.T,LOOKUP_DEDIAC-1,1i2uw3,13,siquwT,,noun,,,,,MS||MD,TBA,,,1,سِقُوط,سُقُوط,DONE,,,
23104,siy~An,,s.y.n,LOOKUP_DEDIAC-1,1i2~A3,13,siy~An,,adj,,,,,MS||MD,equal,,,1,سِيّان,سِيان,DONE,,,
23105,TamATmap,TamATm,T.m.T.m,BACKOFF-1,1a2A34ap,13,TamATm,TRUE,noun,,,,#ap,FS||FD||FP,tomato;a_tomato;tomatoes,OK,,1,طَماطمَة,,DONE,,,
23106,wiSuwl,,w.S.l,LOOKUP_DEDIAC-1,1i2uw3,13,wiSuwl,,noun,,,,,MS||MD,arrival,,,1,وِصُول,وُصُول,DONE,,,
23107,yanAyir,,y.n.y.r,BACKOFF_NO_GOLD_ROOT-1,1a2A3i4,13,yanAyir,,noun,,,,,MS,January,,,1,يَنايِر,,DONE,,,
23108,zibuwn,,z.b.n,LOOKUP_DEDIAC-1,1i2uw3,13,zibuwn,,noun,,,,,MS||MD,fierce;foolish;customer;customers;client;contemptuous_form_of_reference_a_third_party,,,1,زِبُون,"زَبُون, زُبُون",DONE,,,
23109,zin~Ar,,z.n.r,LOOKUP_DEDIAC-1,1i2~A3,13,zin~Ar,,noun,,,,,MS||MD,belt;sash;belts;sashes;girdle_of_a_priest,,,1,زِنّار,زُنّار,DONE,,,
23110,ziw~Ad,,z.w.d,LOOKUP_DEDIAC-1,1i2~A3,13,ziw~Ad,,noun,,,,,MS||MD,TBA,,,1,زِوّاد,زَواد,DONE,,,
23111,$af~Afiy~ap,,$.f.f,LOOKUP_DIAC-1,1a2~A3iy~ap,12,$af~Afiy,,noun,,,,#ap,FS||FD||FP,translucence;transparency;clarity;openness,OK,,1,شَفّافِيَّة,شَفّافِيَّة,DONE,,,
23112,$akwaY,,$.k.w,LOOKUP_DEDIAC-1,1a23aY,12,$akw,,noun,,f,,#aY-Ap-y,MS||FD||FP,complaint;grievance;complaints;grievances,,,2,شَكوَى,شَكوَى,QC-DONE,,,
23113,$akwaY,,$.k.w,LOOKUP_DEDIAC-1,1a23aY,12,$akAw,,noun,,,p,#iy,MS ,complaint;grievance;complaints;grievances,,,2,شَكوَى,شَكوَى,QC-DONE,,,
23114,$alAtiyt,,$.l.t.t,BACKOFF_NO_GOLD_ROOT-1,1a2A3iy4,12,$alAtiyt,,noun,,,,,MS||MD,fold;interior;insides_(of);omasum;many_plies;a_fold;insides;intention,,,1,شَلاتِيت,,DONE,,,
23115,$inayTap,,$.n.T,BACKOFF-1,1i2ay3ap,12,$inayT,,noun,,,,#ap,FS||FD||FP,ring;circle;link;rings;circles;links;episode;a_haircut,OK,,1,شِنَيطَة,,DONE,,,
23116,$iTayTap,,$.T.T,LOOKUP_DEDIAC-1,1i2ay3ap,12,$iTayT,,noun,,,,#ap,FS||FD||FP,hot_peppery_sauce,OK,,1,شِطَيطَة,شَطِيطَة,DONE,,,
23117,$ukuk,,$.k.k,BACKOFF-1,1u2u3,12,$ukuk,,noun,,,,,MS||MD,credit,,,1,شُكُك,,DONE,,,
23118,$uruk,,$.r.k,LOOKUP_DEDIAC-1,1u2u3,12,$uruk,,adj,,,,,MS||MD||MP||FS||FD||FP,corrupt;immoral;unfit;unsound;morally_corrupted;become_spoilt,,,1,شُرُك,"شَرَك, شِرك",QC-DONE,,,
23119,$urum,,$.r.m,LOOKUP_DEDIAC-1,1u2u3,12,$urum,,noun,,,,,MS||MD,TBA,,,1,شُرُم,شَرم,DONE,,,
23120,Ai*AEap,,*.y.E,LOOKUP_DIAC-1,Ai1A3ap,12,Ai*AE,,noun,,,,#ap-o,FS||FD||FP,stations,OK,,1,اِذاعَة,إِذاعَة,QC-DONE,,,
23121,Ai$Arap,,$.w.r,LOOKUP_DIAC-1,Ai1A3ap,12,Ai$Ar,,noun,,,,#ap-o,FS||FD||FP,mentioning;pointing_out;indication;mention;sign;signal;indications;mentions,OK,,1,اِشارَة,إِشارَة,QC-DONE,,,
23122,Ai$tirArap,,$.r.r,BACKOFF-1,Ai1ti2A3ap,12,Ai$tirAr,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِشتِرارَة,,QC-DONE,,,
23123,AibtisAmap,,b.s.m,LOOKUP_DEDIAC-1,Ai1ti2A3ap,12,AibtisAm,,noun,,,,#ap-o,FS||FD||FP,smile,OK,,1,اِبتِسامَة,ٱِبتِسامَة,QC-DONE,,,
23124,xuluq,,x.l.q,LOOKUP_DEDIAC-1,1u2u3,12,>xlAqiy~At,,noun,,m,p,,MS,TBA,,,3,اَخلاقِيّات,,QC-DONE,,,
23125,xuluq,,x.l.q,LOOKUP_DEDIAC-1,1u2u3,12,>axlAq,,noun,,m,p,,MS,ethics;character;morals,,,3,خُلُق,"خَلَق, خَلق, خُلق",QC-DONE,,,
23126,AiEAdap,,E.w.d,LOOKUP_DIAC-1,Ai1A3ap,12,AiEAd,,noun,,,,#ap-o,FS||FD||FP,return;repetition;re-(doing),OK,,1,اِعادَة,إِعادَة,DONE,,,
23127,AigAvap,,g.y.v,LOOKUP_DIAC-1,Ai1A3ap,12,AigAv,,noun,,,,#ap-o,FS||FD||FP,aid;relief_assistance,OK,,1,اِغاثَة,إِغاثَة,QC-DONE,,,
23128,AihAnap,,h.w.n,LOOKUP_DIAC-1,Ai1A3ap,12,AihAn,,noun,,,,#ap-o,FS||FD||FP,contempt;insult,OK,,1,اِهانَة,إِهانَة,QC-DONE,,,
23129,AiHATap,,H.w.T,LOOKUP_DIAC-1,Ai1A3ap,12,AiHAT,,noun,,,,#ap,FS||FD||FP,surrounding;encompassing;information;notification,OK,,1,اِحاطَة,إِحاطَة,QC-DONE,,,
23130,AinAbap,,n.w.b,LOOKUP_DIAC-1,Ai1A3ap,12,AinAb,,noun,,,,#ap-o,FS||FD||FP,deputization;authorization,OK,,1,اِنابَة,إِنابَة,DONE,,,
23131,AintiEA$ap,,n.E.$,BACKOFF-1,Ai1ti2A3ap,12,AintiEA$,,noun,,,,#ap,FS||FD||FP,revival,OK,,1,اِنتِعاشَة,,QC-DONE,,,
23132,AintifADap,,n.f.D,LOOKUP_DEDIAC-1,Ai1ti2A3ap,12,AintifAD,,noun,,,,#ap,FS||FD||FP,rising,OK,,1,اِنتِفاضَة,ٱِنتِفاضَة,QC-DONE,,,
23133,AiqAmap,,q.w.m,LOOKUP_DIAC-1,Ai1A3ap,12,<iqAm,,noun,,,,#ap-o,FS||FD||FP,residency;setting_up;residencies,OK,,1,اِقامَة,إِقامَة,DONE,,,
23134,AiSAbap,,S.w.b,LOOKUP_DIAC-1,Ai1A3ap,12,AiSAb,,noun,,,,#ap-o,FS||FD||FP,injuries,OK,,1,اِصابَة,إِصابَة,DONE,,,
23135,AistidAmap,,s.d.m,BACKOFF-1,Ai1ti2A3ap,12,AistidAm,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِستِدامَة,,DONE,,,
23136,AistiEA*ap,,s.E.*,BACKOFF_NO_GOLD_ROOT-1,Ai1ti2A3ap,12,AistiEA*,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِستِعاذَة,,QC-DONE,,,
23137,AistiHAlap,,s.H.l,LOOKUP_DEDIAC-1,Ai1ti2A3ap,12,AistiHAl,,noun,,,,#ap-o,FS||FD||FP,absurdity;impossibility,OK,,1,اِستِحالَة,ٱِستِحالَة,QC-DONE,,,
23138,AistijArap,,s.j.r,BACKOFF-1,Ai1ti2A3ap,12,AistijAr,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِستِجارَة,,QC-DONE,,,
23139,AistikAnap,,s.k.n,LOOKUP_DEDIAC-1,Ai1ti2A3ap,12,AistikAn,,noun,,,,#ap-o,FS||FD||FP,submission;resignation,OK,,1,اِستِكانَة,ٱِستِكانَة,QC-DONE,,,
23140,AistisAgap,,s.s.g,BACKOFF_NO_GOLD_ROOT-1,Ai1ti2A3ap,12,AistisAg,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِستِساغَة,,QC-DONE,,,
23141,AistivArap,,s.v.r,BACKOFF_NO_GOLD_ROOT-1,Ai1ti2A3ap,12,AistivAr,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِستِثارَة,,QC-DONE,,,
23142,AistixArap,,s.x.r,BACKOFF-1,Ai1ti2A3ap,12,AistixAr,,noun,,,,#ap-o,FS||FD||FP,TBA,OK,,1,اِستِخارَة,,QC-DONE,,,
23143,AiTAEap,,T.w.E,LOOKUP_DIAC-1,Ai1A3ap,12,AiTAE,,noun,,,,#ap,FS||FD||FP,obedience,OK,,1,اِطاعَة,إِطاعَة,DONE,,,
